default,student,balance,income
No,Yes,552.8777042386184,14320.859794781303
No,No,1141.1579377815053,44333.2106253742
No,No,900.8387591440237,33130.70933749506
No,Yes,1803.7663492810173,23201.826982471994
No,No,0,43730.76665222437
No,No,688.105491060263,27080.74254411039
No,No,286.3299636292574,59576.65031790102
No,No,444.04270268640323,47857.7146122207
No,No,395.88460197032225,34555.82697292043
No,No,273.60227409473845,27996.577102117553
No,No,490.7984044239662,44686.10314845681
No,No,1345.5631307140557,38602.11298169122
No,Yes,961.5755637264958,9681.493892600762
No,Yes,919.4754846632297,6100.733201795878
No,Yes,618.6241212594944,20836.793053728587
No,Yes,997.6424040395632,27054.72741253973
No,Yes,989.2354749897364,13609.631284009009
No,Yes,0,17189.3713959353
No,Yes,1787.201937943622,17553.60724898597
No,No,793.8293877318775,45089.5520625048
No,Yes,913.0464559222111,17139.57960088706
No,Yes,955.1202175858009,25314.85308761767
No,No,196.91292566495588,35737.603627659104
No,No,1317.5648641479006,40731.76396705737
No,No,125.05384405546238,50059.54711926763
No,No,742.6276207855974,37864.82393889518
No,Yes,44.65556622881229,26346.811931297598
No,Yes,950.4881559769414,13299.486955064749
No,Yes,1091.1397559958532,19990.83532959587
No,No,1047.1367704932563,46567.92504088715
No,No,911.9264415048456,41249.28173542869
No,No,1175.2891392262713,35830.045567112
No,No,0,37361.54080494416
No,Yes,70.73361200608383,17466.13896315329
Yes,Yes,1486.99812160021,17854.39702807307
No,No,1107.4878671499448,23530.62272548579
No,Yes,2088.529108749156,18078.32916784407
No,No,391.2566276678985,33651.40556161188
No,No,1174.5195060021947,23942.205774518305
No,No,516.1096447026621,48303.8010364758
No,No,904.2415222360507,40683.46034565197
No,Yes,531.976408238036,21357.632161326757
No,No,292.3841443908226,33961.10045084781
No,No,1403.83983418344,43225.041895742914
No,No,1493.3574345851007,51510.14806600865
No,No,879.052649120858,30633.841938947342
No,No,0,23562.290612482528
No,No,1349.18729128375,48013.69020066392
No,No,464.83633309580193,27324.899687072862
No,Yes,1564.4714105371118,19372.821596214017
No,No,830.2341000052149,36523.48118433686
No,No,1706.0463052472178,32900.71143840919
No,Yes,936.229550899064,14217.401520315017
No,No,633.7666724750663,34290.60491870369
No,Yes,1390.0307825189202,21299.099226533537
Yes,No,1412.1924484273393,37283.00810141427
No,No,596.0091827373485,32983.543503970475
No,Yes,1382.0876915304373,15552.252053463346
No,Yes,830.8605751040839,18259.664215221874
No,No,996.2511833022011,23720.987469571715
No,No,579.2802194325758,50813.50924883592
No,No,0,50076.26357380199
No,No,53.437052954879164,51027.06835840438
No,Yes,1178.2489088752632,29362.604609009002
No,No,594.4405255974245,28723.341855481835
No,No,828.8408630166668,39984.27346783968
No,No,878.9279370830766,47228.34093137436
No,No,880.39651795853,60206.08655232968
No,No,1062.0587108117304,35781.125486661025
No,No,130.45291025962013,46094.07715021903
No,No,751.1019307685051,50290.144111553825
No,Yes,903.4586502086121,17254.9607045282
No,No,1417.9121132290552,38015.16636196416
No,Yes,1647.8012827105565,15392.212976874884
No,No,528.8502035787287,46222.28895724488
No,No,1388.8165904731134,35460.801241195564
No,Yes,640.9984302285327,21680.09768686503
No,No,0,45788.492114921726
No,No,148.14598066524616,43104.38608599181
No,No,0,37825.22141492585
No,Yes,1300.889693440979,14156.645671298164
No,No,1078.6210609414143,46060.0847661993
No,No,197.53832147914295,58646.92780470976
No,No,969.0830284844419,45192.33896393102
No,No,451.1293241266373,39849.71323949036
No,Yes,888.71867481263655,15037.608295269441
No,No,1114.088014707003,59200.13699645623
No,No,342.9573695975525,43688.53486034313
No,No,59.96582710327664,24889.254589254393
No,No,1281.9215726881241,56778.41538932019
No,No,752.9859191818892,45523.49679311781
No,No,1094.8866152162586,38342.715005315986
No,No,671.7654800062046,40907.80810171021
No,No,1558.8610753300004,45255.96711305983
No,No,1026.1344302910318,39135.636961943674
No,Yes,705.9302321477994,19891.303780848393
No,No,143.85489826396383,38014.87348862504
No,Yes,325.2828198840722,15644.241969999006
No,No,1087.465793792151,32908.52712283661
No,Yes,460.5954148277658,12939.009089927007
No,No,745.8666181767397,54677.68334884259
No,No,1152.9828868865661,50206.576934159144
No,No,1096.026108743648,23954.217924542616
No,No,309.74093240514225,33333.56472056275
No,No,1283.2784826029874,46335.83606235012
Yes,No,1648.4740168087951,55548.25417501712
No,No,1013.9637459451417,49653.79712549604
No,No,635.7618481935172,49414.7265627533
No,Yes,477.7829457711166,22753.59547245208
No,No,694.4124307890193,47705.871277233775
No,Yes,1013.6657657201779,13821.090081958886
No,No,80.75286364176918,35887.54636075976
No,No,0,62975.12873902693
No,No,1295.9916327212093,39799.99754279757
Yes,No,1143.6805031713586,37751.0173411394
No,No,0,35738.98756590811
No,No,0,44547.8655465918
No,No,1462.2231725006075,29574.234571715548
No,No,1450.3491836988924,33957.18196057229
No,No,594.3644281591256,24273.562482086083
No,No,679.2668047736654,36694.75026262905
No,No,0,49772.97474661627
No,Yes,1092.2700127724645,17454.601839530813
No,Yes,1657.113858580279,10852.293129799229
No,No,1072.3793647356833,19958.543992370018
No,No,812.4882978739686,42721.30069697751
No,No,496.00176264965876,32818.157065104
No,No,607.8379922367167,33737.17549166762
No,Yes,315.9787480243583,13186.117693832708
No,No,89.90989542437694,30004.470796745176
No,No,413.36352252749043,43071.18630979696
No,No,456.71081452551493,21892.17721132398
No,No,1184.8399530536346,34527.686796049384
No,No,1638.6870464619828,38441.158031872386
No,No,182.23872000412325,45937.976875661436
No,Yes,1305.1044525806446,20573.55386877319
No,Yes,412.1607883364743,17679.521769779076
No,Yes,1268.5378548067652,21336.89010130625
No,No,504.73952534217415,59560.17966022252
No,Yes,880.8036360092518,20436.439029474095
Yes,No,1488.4699248411139,36457.22328102672
No,No,1674.1978299405419,54658.07414622076
Yes,No,1858.9045150327997,35525.213926665805
No,No,1372.7619933620535,30219.150094626315
No,Yes,807.7488274449685,18760.345196982387
No,No,0,34836.3406992442
No,Yes,1815.8892940180594,15490.028266922727
No,No,1010.5162856887739,36298.99497677782
No,No,904.3357111936378,30890.745549856998
No,No,23.529126286087262,42814.81856416461
No,No,786.5856491244041,43014.22075036513
No,Yes,492.65706854790403,10154.15626247255
No,Yes,1247.067237588953,15522.584145325643
No,No,624.3388914975832,42492.75306869585
No,No,820.4930473319819,43829.69507580278
No,No,1092.0988340176937,32122.051184739583
Yes,Yes,2035.8615565475984,14435.843194221414
No,No,389.3958811341093,20200.3799415541
No,Yes,982.8003556900715,20312.21096403404
No,No,511.613751416205,36796.794784765814
No,Yes,1255.425835187151,19885.761148226797
No,No,1402.120138400626,41275.645467537775
No,No,813.1339780362949,59309.47668260288
No,No,1626.5637985968638,43592.84050192956
No,No,926.9698727999657,61937.5696692316
No,No,217.16350132241416,26975.49180937698
No,No,511.5159961867482,43737.181805044245
No,No,915.5180559901927,42331.02163104884
No,No,383.70490110482024,41311.243952366785
No,Yes,1634.2697258017138,18036.630585233863
No,No,933.1043659934727,24113.917285558928
No,No,712.9369924214742,20810.31894652561
No,No,902.4163952423137,37905.63147580563
No,Yes,789.7175406319283,19280.54426092644
No,Yes,983.2685029934715,24554.271563051243
No,No,853.7040153642213,46291.581137768204
No,No,875.2953347868347,46041.75627802512
No,No,1118.9298027840273,49988.09132735546
No,No,1458.8353249499269,24850.584777006025
No,No,350.0715602255004,45354.74618707996
No,Yes,1749.1221840108437,21359.131546602945
No,No,950.3500933487169,37486.24955462758
No,No,396.9859854418593,55454.63104036818
No,Yes,822.8866686727378,22376.22605239604
No,Yes,1338.659659247001,8078.176046724495
No,No,47.302667542040126,38293.31114255548
No,Yes,367.36341927467186,16295.562474999238
No,No,391.989952172087,35012.869609242436
No,No,1312.8657297514726,29938.259462779897
No,No,782.8830296639054,40357.133426601875
No,Yes,46.01022531753222,13950.086947328882
No,Yes,1097.9696212584452,16275.683635671436
No,No,91.94732281422,44337.40590339461
No,Yes,1085.8380796484823,18890.228081772668
No,Yes,583.5997491886867,15179.68612614273
No,No,439.06896704810293,47899.16967806696
Yes,No,1902.6129910377342,53394.0762256759
No,Yes,1137.9541623033404,22110.955756392068
No,No,446.14272520631687,42611.58354773282
No,Yes,461.0043407914168,15554.029765062685
No,Yes,470.7175746528061,18052.10499909831
No,No,1529.9379953651533,36912.89730157013
No,No,1353.5882835195027,44372.79391853975
No,Yes,1379.7700166326042,15509.409398264535
No,No,1092.3458648539768,44717.01257704213
No,No,634.8650438294638,49681.22453315455
No,No,530.2512985614178,39311.325711056095
No,No,679.0745867961529,49488.56398151288
No,No,1132.3580623173234,52489.7642194785
No,No,435.592200214182,38830.51801733733
No,No,1030.210057663991,40711.45317251405
No,No,1326.4123698370906,35158.19033174359
No,Yes,1018.0993381881162,18239.281703236284
No,No,1207.532730149514,68037.57512617772
No,No,950.3412747815843,64396.16534471481
No,No,510.65751333115577,25855.91702298698
No,Yes,1016.82547814025,18703.55523032827
No,Yes,1436.8299894837219,22925.46991775686
No,No,0,36949.94989059995
No,No,376.29256477447143,43940.04806417668
No,No,544.2374276208519,43306.62113657936
No,No,910.7598226602939,33660.71896868078
No,No,521.8002068991375,22209.05520746911
No,No,241.44269031785637,30171.62449313704
No,No,660.0589186853699,39163.32726519661
No,No,198.73091792949253,33512.93037227991
No,Yes,587.8747541147857,18448.100273857006
No,Yes,662.9953630325303,12008.335741869618
No,No,0,39269.83591564862
No,No,1080.1857769277317,38398.8660985364
No,Yes,819.834292040018,16412.99702158848
No,No,515.6197997103758,39638.639627042816
No,No,355.9366265830367,34730.88552388972
No,No,127.70791826632444,27483.89500297731
No,No,1433.9923268781677,19864.97537575904
No,No,1443.6483898454069,45089.38954435776
No,No,567.48919433319,22304.573946308916
No,No,1330.4810968515299,50459.04689674129
No,No,1000.9010400086761,46469.10251606425
No,Yes,703.2777871027372,14793.74267668931
No,Yes,953.1305453137444,18057.786486877867
No,No,636.309343984964,50040.4197931458
No,Yes,425.84464537677536,15324.758004218027
No,No,469.84424125174394,51308.31850577059
No,Yes,402.9091630479205,22752.326949456154
No,No,1576.90067152779,39835.34872238964
No,No,910.0878412900549,25183.768253407572
No,No,806.2166632107773,35259.304644579795
No,No,1068.1463501419444,27859.864449813893
No,No,540.279044842846,26267.15634950948
No,No,1112.4550009593288,40576.19022033265
No,No,1420.9934535270293,34126.42168785195
No,Yes,869.7720610464008,18724.403676358423
No,Yes,1227.485272631121,16717.62058768854
No,No,1053.01477816353,54009.631944730565
Yes,No,2343.797512698723,51095.29392881644
No,No,820.4850172261297,35951.11998008782
No,Yes,1411.607364583529,16677.306922850097
No,Yes,107.60250835168847,17941.739172689533
No,No,599.428358613756,36654.64817476626
No,No,674.6401585404275,42463.52496958725
No,No,507.5265348562388,58027.7709224602
No,No,0,43930.90368899363
No,No,851.2040106393945,44905.325312376284
No,No,1049.7476426154271,30159.20989362271
No,No,79.53894966551059,34417.37572176711
No,No,376.185498059799,31373.35639299137
No,No,900.0853325974986,41276.56318949867
No,Yes,380.9633077081651,20117.83003446028
No,No,1125.091402317428,33564.07555005542
No,Yes,703.9900093640156,20752.175435671747
No,No,124.22729692852249,51265.54619922866
No,No,626.4046871956692,18130.32209875711
No,No,1165.3239659577132,33433.828915391205
No,No,537.9544087715022,54481.308003476326
No,No,306.995202580848,43504.30523646358
No,No,810.2788394244817,51283.14786407801
No,Yes,1503.5784452867865,18776.53384556936
No,No,1634.7315547024598,40868.33212272737
No,No,0,41693.38583543337
No,No,771.8254969038941,40520.809400280414
No,No,835.5334433371538,23160.57861806783
No,No,1278.865641614042,34673.170993202635
No,Yes,1924.559775462727,8097.917975284292
No,No,1245.0862946793777,40290.50389431387
No,No,1063.712860986071,36475.09798945263
No,Yes,1658.3735745580766,22010.48567556111
No,No,1453.292872126069,43370.75788509059
No,No,479.54620074121215,24805.92340396579
No,Yes,1026.1282473407869,16430.641124867892
No,Yes,1218.6389045721355,29899.806849732842
No,No,124.30591080552631,44464.635847466125
No,Yes,1737.6075933158727,7153.539666136854
No,No,887.1583614131451,51519.1264793758
No,No,1051.9475732673898,52888.185096332716
No,No,599.800862543391,30146.635742306993
No,Yes,1036.600444017542,15197.248514095967
No,No,418.49834405051797,29856.47167740103
No,No,605.863800626186,34515.19566332245
No,Yes,808.396167027043,11804.034476052948
No,No,328.7781476453032,48626.356737745984
No,No,1047.92709078908,59765.59966860061
No,No,631.5128657959817,35053.34719680937
No,No,477.56681712415093,16978.271127004235
No,No,1093.2822576016613,18844.25039152659
No,No,434.18990417490505,42205.26489242872
No,No,1077.7330834722618,50334.85411875149
No,No,891.1554270666734,36023.085007346104
No,Yes,925.3906781520599,16427.571009575582
No,Yes,1350.7575768850952,19692.918784277852
No,No,72.371953370087,28717.94062152582
No,No,512.6564669347241,43846.979707706356
No,No,1541.8128061161137,29374.92888182867
No,No,597.3268695698735,55496.777112943506
No,Yes,1391.1963595190914,8637.963307265936
No,No,879.4171517151707,35228.110563283946
No,No,1157.1169292096897,38867.06362753155
No,No,301.3194028071094,51539.9523173009
No,No,1184.8996250596244,53896.902247932114
Yes,No,1854.6041538508043,38406.35646352281
No,Yes,1616.7388782678431,12557.8228818817
No,No,653.1184001233884,39489.59470286126
No,Yes,1231.558824654236,15727.66962838861
No,No,135.99823559659148,59369.64840706114
No,No,326.5194320254915,20310.45247761604
No,No,1015.7258813665342,31820.941271670556
No,No,940.5908748220115,41560.470993534174
No,No,0,30098.421541843476
No,No,252.89946058159376,27454.618954512443
No,No,186.50038693149475,45430.5502710943
No,No,948.7779786641308,24094.78648921086
No,Yes,520.5576464927796,18256.28839156251
No,No,293.8693202159568,56676.801753597436
No,Yes,1364.2326842718026,18423.047661870747
No,No,693.3584799262313,46466.29938939355
No,No,955.343370548383,40368.59788553123
No,No,441.4899197545808,39209.900128077425
No,No,657.7057207180741,41224.796878451074
No,No,295.84323095228865,30602.26689010587
No,No,612.6572774080419,38635.36443728598
No,No,453.64823235119354,32178.622169872437
No,Yes,1271.1124945920628,17451.041186392973
No,No,1219.347882265439,34310.29193974333
No,Yes,1279.316806096385,17837.034550609224
No,No,1056.6108304962984,30546.60103437739
No,No,391.4820793034322,45821.633227970684
No,No,610.6417080457538,42899.84812695828
No,Yes,618.7567523417431,18297.327770530053
No,No,698.9051299610787,27001.553899309183
No,Yes,1144.2748287651577,16002.355470059121
No,No,280.7241690136092,40382.599262222546
No,No,0,31722.32967486066
No,Yes,446.6348474500679,18309.790737769083
No,No,850.0364105627102,31522.234651411723
No,No,1382.2689925844497,19023.996211820937
No,No,898.272656314256,48233.87549751303
No,Yes,808.0147191289478,14485.468438424212
No,No,770.9545178232884,42673.993149588314
No,No,902.7136644659887,23847.39229128167
No,Yes,625.6011997969241,16134.211507918399
No,Yes,970.4260894560889,20569.640036535042
No,No,1389.3864522944002,39707.98954546892
No,No,512.6609455944578,49989.59957898381
No,Yes,946.3671497916501,12532.657524133436
No,No,1014.5991043796158,51438.710199149864
No,Yes,1079.0779493071036,17966.769376718337
No,No,600.93909025164,43846.20889318244
No,No,259.2375778257681,51355.37462308153
No,No,508.45324416514904,31966.400879378958
No,No,857.5823610589533,54372.89418728661
No,Yes,0,19919.563440902653
No,No,372.42585488596006,53695.29638220278
No,No,795.9037859663592,44181.67186361096
No,Yes,611.208896633182,19733.251800961698
No,No,343.7269991125446,38054.55539790424
No,No,407.2897559651797,45376.235907093505
No,No,399.59729604643707,42578.04594147635
No,No,207.3038091876773,49999.49573549119
No,Yes,1038.5555979600845,17055.79503913742
No,Yes,1704.4278573652878,20892.31412344424
No,No,370.5300188014531,31139.721835857945
No,No,564.2094785779445,53196.62301942213
No,No,467.5830885415736,43435.836613712934
No,No,928.0940903190063,55894.662024287194
No,No,303.51776097729623,43791.1054184975
No,No,430.46906027427207,47462.070985798084
No,No,808.6169215473966,23519.67255483197
No,Yes,1154.4463674293456,14301.157117995208
No,Yes,978.3593359759616,16679.89397382492
No,No,555.665290924347,46584.73050122961
No,Yes,1463.378451189452,14380.625306559057
No,No,364.66305120346794,10239.972485442315
No,No,719.9380439756696,31031.21939616965
No,No,1207.2878520836025,33671.45950048884
No,No,1213.794104986105,48796.849278034904
No,No,224.69114505176321,55040.61273389961
No,No,481.2610496352461,33500.565298870686
No,No,355.4423386128032,46147.51787411502
No,Yes,1065.5210761504359,21129.234463776906
No,No,618.0513849383941,16944.344493385717
No,No,554.7076528699494,28164.198552253773
No,Yes,0,13621.811191288361
No,Yes,1716.0897738804074,22755.261924903647
No,No,674.204629620179,46481.95267986992
No,No,72.16974028334528,39560.634977967675
No,Yes,1109.4682172484813,21663.132473423815
No,No,1139.370701954293,42759.38253282456
No,No,645.0751363657222,43244.52376187941
No,No,613.4309364704343,34745.00747182633
No,Yes,1250.9728289188133,19275.254033778405
No,No,387.73191853602935,55163.796940747925
No,No,1055.41086822615,33945.142760577946
No,Yes,1273.891136711308,20104.430164559275
No,No,237.9761856481481,38229.51786497467
No,No,556.0174984478537,33705.07865033774
No,Yes,1525.1723057714848,21427.09362119795
No,No,0,28363.713699012136
No,No,436.5756273858089,22389.46339277454
No,Yes,854.149364662585,12843.43651311658
No,No,108.24945261237247,45264.56479378948
No,No,728.0416851212678,29188.942736012163
No,Yes,879.6270082635979,14898.311466104777
No,Yes,1558.2178312629774,7364.83007811734
No,No,861.5900530565538,32901.01046151704
No,Yes,933.2872311767409,20694.587784427094
No,Yes,759.6787941640838,18871.401788162915
No,No,586.1690703511276,31466.851337678683
No,Yes,970.2107314242799,19245.19815775682
No,Yes,1401.1936090506179,17688.8564659358
No,No,748.4875955220239,36453.64512133438
No,No,420.49583185567514,58264.205816866976
No,No,1170.9169757140144,38712.420099191615
No,No,579.3818248818275,32296.26340475038
No,No,1864.9464034250266,48678.41519330072
No,No,971.7090250156257,33774.89191146689
No,No,136.82832002845498,13585.99749780344
No,No,962.134281546038,44696.290530788916
No,No,256.47122755981536,37657.05591679985
No,No,591.636269770793,33852.30966993058
No,Yes,787.1367086128998,22434.97645289392
No,No,1185.7368269183369,24265.435917342547
No,No,600.5380968857725,39260.38212177564
Yes,Yes,1551.0234688605458,19027.50863256018
No,Yes,1115.5433597459476,22552.71308712413
No,No,1311.9993127982088,26377.973954563717
No,Yes,1594.0931672083566,14135.211282255003
No,Yes,860.917730636065,11575.702187081206
No,No,743.849598629398,24303.46762657306
No,No,1490.1374847578359,35882.75867355837
No,No,1261.7784526505507,26767.92328365311
No,No,770.641939176912,29623.47128829758
No,Yes,1024.1088069468915,18667.9256525825
Yes,Yes,2291.6176884488314,20837.209447197747
No,No,961.3157693519807,30290.806504884255
No,No,1141.4421758592907,27914.402252769323
No,No,236.0037059399582,38202.513839240586
No,No,991.9611672125477,49910.0968835837
No,Yes,883.7026456003246,19750.094002872596
No,Yes,1304.914299318287,18074.07541520214
No,No,1635.2029020012656,31541.094039298012
No,Yes,1360.8656327017318,22310.929509446778
No,No,813.2006512315145,49477.511507905685
Yes,Yes,1740.7683058797181,18161.244079023243
No,Yes,996.3868788133127,20070.813920582223
No,No,619.1392616653164,41281.98096403485
No,No,0,47214.43359529296
No,No,435.05537691874434,32198.024878452838
No,Yes,1436.0748263518126,21511.457805989703
No,Yes,1309.6975433136338,15536.238764085501
No,No,378.72302030756634,15738.331835945693
No,No,1561.5335301652535,54594.84670768712
No,No,0,30836.440506165243
No,No,290.4830670199935,47724.23976010742
No,No,631.8045978811217,32752.519255789703
No,No,1281.4488488095694,48837.37876033452
No,Yes,106.25060742226333,17638.799733098716
No,Yes,2052.1334632791977,13130.653603687053
No,Yes,1348.6454558278501,21789.382224735757
No,No,1200.9467583526086,47636.859625403944
No,No,1796.1143755493745,31862.57528946267
No,No,982.9687180727351,50700.173862241274
No,No,381.5209693330497,31750.77732403626
No,Yes,1455.684182422278,14822.833056563648
No,No,1558.8604674364979,42112.31330154238
No,Yes,1264.5869406466827,14649.15502273553
No,Yes,539.6749029803343,18852.27384791076
No,No,0,56943.90943787403
No,No,0,40348.31417977199
No,No,771.0160219098982,47614.73815804891
No,Yes,484.8943166762715,15883.66443134471
No,No,1275.495303054345,40026.28595381261
No,No,1120.267458362077,45153.04006793569
No,No,1096.2036683701372,41016.21822737673
No,Yes,503.1563883145119,18728.296936004816
No,No,823.6097758291115,34856.52607041748
No,No,1297.392430503548,47095.22156647727
No,Yes,914.1081755643887,19053.005890690354
No,Yes,1343.7015490871813,27168.40821796244
No,Yes,1434.5899774835273,16613.431453425146
No,Yes,1362.6444485929014,18205.23178160413
No,Yes,1639.4266084175101,14682.776658376113
No,No,1043.5523578312498,38393.611895388785
No,Yes,1087.083499368333,19263.769581702374
No,Yes,1035.7209657485976,20393.270024578913
No,No,507.678616315415,45839.134179756795
No,No,317.90357355934884,42209.48734233494
No,No,1355.961899173003,25208.048859489467
No,No,929.3962543086708,23133.65981122045
No,No,988.3939471064995,49804.283753112395
No,Yes,472.0245370687537,13685.470130695312
No,No,0,43346.62226444471
No,Yes,502.32478346777873,16947.422934655202
No,No,732.0566465603924,39433.48063604506
No,No,1603.3333974199886,43474.63760489891
Yes,No,1973.8221466918544,27340.012268750215
No,No,1053.3758785390976,39612.67194174588
No,No,369.430953350466,63536.77517052555
No,No,309.2444876950078,44202.70750471305
No,No,0,28659.48838214091
No,Yes,596.0562473667405,16084.907708545215
No,No,1027.5665313166903,48558.08728339851
No,Yes,1232.4224685140437,24093.296437292083
No,No,667.144583247857,44863.068985738195
No,No,0,37499.68927166723
No,No,503.3018570538054,37749.520777408085
No,Yes,1130.5446398265706,20862.90448536528
No,No,797.8653932716327,43717.06841120587
No,No,611.3372902207361,38389.28253232332
No,No,438.5165083078761,36838.88203353186
No,No,674.0325618558895,54832.665728673135
No,No,908.3159335217834,21287.942487411783
No,No,709.7382874022272,46363.34367035121
No,Yes,774.3476912737851,15147.405087577423
No,No,0,29901.399415942655
No,Yes,1777.7446709591336,24820.856268347463
No,Yes,1262.884299155056,14340.507941357539
No,No,1394.1254433982213,42921.01707794403
No,No,0,58211.53607298055
No,No,1000.76456080856,36709.08378275596
